2020-08-02 11:21:00,"b""Amit Shah's Corona  test is positive \nGet well soon @AmitShah #Corona #AmitShah"""
2020-08-02 11:20:06,b'RT @satyakam67: #corona death toll in #china stagnant at 4634. It seems they have the cure for #covid19.world leaders should pressurise #ch\xe2\x80\xa6'
2020-08-02 11:19:50,b'Bets on how long it will take before Australia is Rona Free. I bet 5 years. #rona #corona #covid #coronavirus #ronabet'
2020-08-02 11:19:43,b'RT @shefali_bagga: #amishah tested positive for #corona'
2020-08-02 11:19:19,b'Home Minister #AmitShah tested #Corona positive..'
2020-08-02 11:19:09,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 11:18:49,b'RT @jeasbe: #Delhi #CovidRecovered\nNeed #Blood Type : O+\nAt : LNJP\nBlood Component : #Plasma\nPrimary Number :9899964708\nIllness :#Corona\n@B\xe2\x80\xa6'
2020-08-02 11:18:44,b'RT @Healthy20062902: 10 Infographics That Help You Drink More Water Effortlessly\n\nhttps://t.co/OaCegEXWq3\n\n#vegan #fitness #covid19 #goals\xe2\x80\xa6'
2020-08-02 11:18:39,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 11:18:33,b'Home Minister Amit Shah Corona Positive. #Corona'
2020-08-02 11:17:52,b'#amishah tested positive for #corona'
2020-08-02 11:17:18,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 11:17:13,b'#Jerusalem ministers hit by #corona - off to quarantine: #covid19 #coronavirus #Israel https://t.co/PKX8oT596N'
2020-08-02 11:17:00,b'10 Infographics That Help You Drink More Water Effortlessly\n\nhttps://t.co/OaCegEXWq3\n\n#vegan #fitness #covid19\xe2\x80\xa6 https://t.co/SXh21JKBEq'
2020-08-02 11:16:56,b'ROFL \xf0\x9f\x98\x81\xf0\x9f\x98\x9c\xf0\x9f\x98\x80\xf0\x9f\x98\xb8\n\n#Corona Kavithai by someone\n\n@Lyricist_Vivek https://t.co/6zdlUiBz8I'
2020-08-02 11:16:53,b'#Jerusalem ministers hit by #corona - off to quarantine: #covid19 #coronavirus #Israel https://t.co/7n2qsYTRFY'
2020-08-02 11:16:21,"b'#Bengaluru firm gets #US #FDA, #EU nod\n\n#CARD, #research wing of #DeScalene has #invented a #device ""#SHYCOCAN"" (Sc\xe2\x80\xa6 https://t.co/jIxWaoDv3p'"
2020-08-02 11:15:37,b'Big Breaking:Home minister Amit shah tested Covid Positive. #Corona https://t.co/t3gQ6hzIBv'
2020-08-02 11:15:14,"b'RT @TeamWCL: CMD Rajiv R. Mishra this time in virtual series of ""Interactive Sessions"" with Team WCL amid #Corona, shared an elaborate pres\xe2\x80\xa6'"
2020-08-02 11:13:55,b'RT @BlakePavey: Response to this video has been absolutely insane! Cannot thank everyone enough! 4.5 Million views on TikTok! #COVID19 #cov\xe2\x80\xa6'
2020-08-02 11:13:51,"b'RT @HelpNowIndia: What if we say that your 1 phone call could save a life!\nAt @HelpNowIndia your life is paramount, call us at 8899889972 f\xe2\x80\xa6'"
2020-08-02 11:13:39,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 11:13:28,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 11:13:17,b'RT @hallagullaboy: UP will be the most effected state by #Corona very soon\n\nSituation is grim and the Govt\xe2\x80\x99s total focus is #RamMandir not\xe2\x80\xa6'
2020-08-02 11:13:02,b'RT @hallagullaboy: UP will be the most effected state by #Corona very soon\n\nSituation is grim and the Govt\xe2\x80\x99s total focus is #RamMandir not\xe2\x80\xa6'
2020-08-02 11:12:53,b'RT @jeasbe: #Delhi #CovidRecovered\nNeed #Blood Type : O+\nAt : LNJP\nBlood Component : #Plasma\nPrimary Number :9899964708\nIllness :#Corona\n@B\xe2\x80\xa6'
2020-08-02 11:12:37,b'RT @derhavas: Headcount...\n#Berlin #demo #CoronaVirusDE #corona #TagDerFreiheit https://t.co/C5EJmHShyY'
2020-08-02 11:12:23,b'#Ignorant #tourists #travel #holiday  #china #russia #usa #trump #england #germany #korona #covid #tourism #COVID19\xe2\x80\xa6 https://t.co/UZ414JfHm6'
2020-08-02 11:12:00,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 11:11:55,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 11:11:41,b'RT @justbelievenyou: Peak of ignorance \xf0\x9f\x96\x95 #covidioten #corona #berlin https://t.co/9BeEs7wwqf'
2020-08-02 11:11:37,"b""RT @phocuswire: LIVE BLOG: World Economic Forum's view on countries most at risk from falling tourism\n\nhttps://t.co/Nue9ZfFujy via @PhocusW\xe2\x80\xa6"""
2020-08-02 11:11:22,"b'RT @FarukFirat1987: #BREAKING: Huge protest now in #Berlin, #Germany. They demonstrante against #Corona and against the government and they\xe2\x80\xa6'"
2020-08-02 11:11:16,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 11:11:13,b'The land with no masks... # Nederland #corona #coronamaatregelen #covid19 https://t.co/WDFQWDrpYA'
2020-08-02 11:11:12,b'Supplements to support and strengthen you and your family\xe2\x80\x99s immune systems all-year-round  \nShop Now @\xe2\x80\xa6 https://t.co/30rIEBq4Kb'
2020-08-02 11:11:12,b'RT @upma23: This world should never ever forgive China what it has done #Corona'
2020-08-02 11:11:05,"b'@LIZPR You are missing the point.  What about cancer, how many new cases last month, what caused it, how many are m\xe2\x80\xa6 https://t.co/2hDaquIlxZ'"
2020-08-02 11:10:42,b'RT @RajeevTiwariIND: When #Corona Period will get over .........?\n\n\xf0\x9f\x98\x86\n\n https://t.co/nCPILlXhDC'
2020-08-02 11:10:07,b'Supplements to support and strengthen you and your family\xe2\x80\x99s immune systems all-year-round  \nShop Now @\xe2\x80\xa6 https://t.co/2xpzLbQ1u5'
2020-08-02 11:09:39,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 11:09:25,"b'RT @FarukFirat1987: #BREAKING: Riots are now beginning in #Berlin, #Germany!\n\n#COVID #Covid_19 #COVIDIOTS #COVIDIOT #ZweiteWelle #CoronaVir\xe2\x80\xa6'"
2020-08-02 11:09:18,b'RT @jeasbe: #Delhi #CovidRecovered\nNeed #Blood Type : O+\nAt : LNJP\nBlood Component : #Plasma\nPrimary Number :9899964708\nIllness :#Corona\n@B\xe2\x80\xa6'
2020-08-02 11:09:02,b'#CoronaInfoCH #COVID19 #corona #coronavirusapp \nISLAMABAD: August 01 - Namaz-e-Eid being offered as per Corona rela\xe2\x80\xa6 https://t.co/yTfCckKFq4'
2020-08-02 11:08:58,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 11:08:31,"b'#CoronaInfoCH #COVID19 #corona #coronavirusvaccine \n""We\'re not out of the woods"" even with a Covid-19 vaccine, viro\xe2\x80\xa6 https://t.co/P7OBcDF68u'"
2020-08-02 11:08:31,"b'@SrBachchan has finally tested Covid negative. \n\nAccording to the sources,The actor is about to get discharged from\xe2\x80\xa6 https://t.co/zoouLLeObC'"
2020-08-02 11:08:24,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 11:08:14,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 11:07:59,b'RT @BlakePavey: Response to this video has been absolutely insane! Cannot thank everyone enough! 4.5 Million views on TikTok! #COVID19 #cov\xe2\x80\xa6'
2020-08-02 11:07:54,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 11:07:38,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 11:07:07,"b'#Chennai Crosses the One Lakh MARK: Check #Corona Positive Cases, #Deaths and Recoveries as on August 1st in\xe2\x80\xa6 https://t.co/Tg9fCDDhsm'"
2020-08-02 11:06:42,"b'@washingtonpost I have never seen more biased and partisan #Congress ever, in my entire life. The #Democrats delibe\xe2\x80\xa6 https://t.co/cH5F6YB23A'"
2020-08-02 11:06:30,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 11:06:24,"b'RT @SurenderAICC: A force that stand in all crises with nation, may it is #pulwama attack #abolition of Article 370 #Parliamentary &amp; Assemb\xe2\x80\xa6'"
2020-08-02 11:06:18,"b""#RT @phocuswire: LIVE BLOG: World Economic Forum's view on countries most at risk from falling tourism\xe2\x80\xa6 https://t.co/vWdLLyifp4"""
2020-08-02 11:05:33,b'RT @BlakePavey: Response to this video has been absolutely insane! Cannot thank everyone enough! 4.5 Million views on TikTok! #COVID19 #cov\xe2\x80\xa6'
2020-08-02 11:05:29,b'In the 14 Century #conspiracy theorists claimed that the Jewish were responsible for the bubonic plague.\nIn 1890 a\xe2\x80\xa6 https://t.co/UdqzZtW9mz'
2020-08-02 11:05:29,b'RT @hallagullaboy: UP will be the most effected state by #Corona very soon\n\nSituation is grim and the Govt\xe2\x80\x99s total focus is #RamMandir not\xe2\x80\xa6'
2020-08-02 11:04:52,b'RT @Sam26IND: Believe it or Not #NarendraModi\n is #Pm of 1.3 Billions... \n\n #scindia #MPPoliticalCrisis #Holi #Corona #AllahabadHighCourt\n#\xe2\x80\xa6'
2020-08-02 11:04:51,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 11:04:36,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 11:04:28,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 11:04:06,b'RT @InnrEngineering: Sadhguru and Deepak Chopra discuss the ecological significance of COVID-19 and how viruses and bacteria have an immens\xe2\x80\xa6'
2020-08-02 11:03:51,b'RT @BlakePavey: Response to this video has been absolutely insane! Cannot thank everyone enough! 4.5 Million views on TikTok! #COVID19 #cov\xe2\x80\xa6'
2020-08-02 11:03:31,b'\xe0\xb0\xaa\xe0\xb0\xb6\xe0\xb1\x8d\xe0\xb0\x9a\xe0\xb0\xbf\xe0\xb0\xae \xe0\xb0\x97\xe0\xb1\x8b\xe0\xb0\xa6\xe0\xb0\xbe\xe0\xb0\xb5\xe0\xb0\xb0\xe0\xb0\xbf \xe0\xb0\xb5\xe0\xb1\x8d\xe0\xb0\xaf\xe0\xb0\xbe\xe0\xb0\xaa\xe0\xb1\x8d\xe0\xb0\xa4\xe0\xb0\x82\xe0\xb0\x97\xe0\xb0\xbe \xe0\xb0\xb8\xe0\xb0\x82\xe0\xb0\xaa\xe0\xb1\x82\xe0\xb0\xb0\xe0\xb1\x8d\xe0\xb0\xa3 \xe0\xb0\xb2\xe0\xb0\xbe\xe0\xb0\x95\xe0\xb1\x8d \xe0\xb0\xa1\xe0\xb1\x8c\xe0\xb0\xa8\xe0\xb1\x8d...\nEluru Officials to Implement Curfew Every Sunday Due to Corona|\xe2\x80\xa6 https://t.co/BfBDpgqp2y'
2020-08-02 11:03:11,b'Wearing a mask over a beard looks like a ladies underwear commercial from the 70\xe2\x80\x99s! #Corona #covid19 @ Station Wijhe https://t.co/qKwFa7vcLK'
2020-08-02 11:03:07,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 11:02:56,b'@COVID_Scale @realDonaldTrump #Corona is just one of the problems in the world!  The world needs a divine ruler lik\xe2\x80\xa6 https://t.co/2EdqxrgSzF'
2020-08-02 11:02:28,b'RT @sadhavi: #Namaste - what\xe2\x80\x99s the science behind Indian Namaste. I explain how every ancient Indian practice has a deep scientific and spi\xe2\x80\xa6'
2020-08-02 11:02:28,b'RT @BlakePavey: Response to this video has been absolutely insane! Cannot thank everyone enough! 4.5 Million views on TikTok! #COVID19 #cov\xe2\x80\xa6'
2020-08-02 11:02:14,b'RT @jeasbe: #Delhi #CovidRecovered\nNeed #Blood Type : O+\nAt : LNJP\nBlood Component : #Plasma\nPrimary Number :9899964708\nIllness :#Corona\n@B\xe2\x80\xa6'
2020-08-02 11:01:54,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 11:01:44,b'@ABSCBNNews #Corona is just one of the problems in the world!  The world needs a divine ruler like the Prophet of Islam and Imam Ali (as)'
2020-08-02 11:01:10,"b""RT @Lolita_TNIE: 99 soldiers in Ladakh are among 1990 who will get rakhis even in #Corona time tks to Karnataka Postal Circle's online init\xe2\x80\xa6"""
2020-08-02 11:00:13,b'RT @jeasbe: #Delhi #CovidRecovered\nNeed #Blood Type : O+\nAt : LNJP\nBlood Component : #Plasma\nPrimary Number :9899964708\nIllness :#Corona\n@B\xe2\x80\xa6'
2020-08-02 11:00:11,b'RT @standard3d: #Corona Render formats now supported #Lima https://t.co/VH8LY6Qhoe'
2020-08-02 11:00:09,b'RT @hallagullaboy: UP will be the most effected state by #Corona very soon\n\nSituation is grim and the Govt\xe2\x80\x99s total focus is #RamMandir not\xe2\x80\xa6'
2020-08-02 11:00:04,b'#Corona Render formats now supported #Lima https://t.co/VH8LY6Qhoe'
2020-08-02 11:00:02,b'RT @jeasbe: #Delhi #CovidRecovered\nNeed #Blood Type : O+\nAt : LNJP\nBlood Component : #Plasma\nPrimary Number :9899964708\nIllness :#Corona\n@B\xe2\x80\xa6'
2020-08-02 10:59:42,b'RT @jeasbe: #Delhi #CovidRecovered\nNeed #Blood Type : O+\nAt : LNJP\nBlood Component : #Plasma\nPrimary Number :9899964708\nIllness :#Corona\n@B\xe2\x80\xa6'
2020-08-02 10:59:41,b'RT @SPJharsuguda: Educating frontline warriors about risks and precautions is a key aspect of winning the #Corona battle. SDPO Sri Kailas C\xe2\x80\xa6'
2020-08-02 10:59:14,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:59:11,b'RT @mohtasim_malik: #Corona song #telugu https://t.co/B2rVaid8PS'
2020-08-02 10:59:00,b'RT @BlakePavey: Response to this video has been absolutely insane! Cannot thank everyone enough! 4.5 Million views on TikTok! #COVID19 #cov\xe2\x80\xa6'
2020-08-02 10:58:45,b'The latest Entwicklungspolitische Themen! https://t.co/dzgpgpPpyC Thanks to @DLFNachrichten @noline_ch @buffulutu #corona #newsblog'
2020-08-02 10:58:38,b'RT @Anoopnautiyal1: One Minute Video!\n\n#Uttarakhand \n#Corona https://t.co/tBryd8EArs'
2020-08-02 10:58:32,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:58:31,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:58:31,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:58:00,b'RT @anilduhoon: 5 Aug must not shift focus away from #Ladakh and #Corona. \nGovt has a lot to explain on these two fronts. \nWe will not get\xe2\x80\xa6'
2020-08-02 10:57:05,b'RT @komalgauthamTOI: The focus volunteers in many wards are doing an excellent job. #covidwarriors @madhavaram #corona #chennai \xe2\x81\xa6@chennaico\xe2\x80\xa6'
2020-08-02 10:56:12,b'RT @BlakePavey: Response to this video has been absolutely insane! Cannot thank everyone enough! 4.5 Million views on TikTok! #COVID19 #cov\xe2\x80\xa6'
2020-08-02 10:55:55,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:55:54,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:55:50,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:55:36,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:55:17,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:54:44,b'@rose_k01 @amritabhinder #Corona must b really very confused. Who the hell celebrate in Pandemic times.\xe2\x80\xa6 https://t.co/zMKY7UdoCe'
2020-08-02 10:54:42,"b'RT @SurenderAICC: A force that stand in all crises with nation, may it is #pulwama attack #abolition of Article 370 #Parliamentary &amp; Assemb\xe2\x80\xa6'"
2020-08-02 10:53:37,"b'@LIZPR You can catch one by just going out.. someone can infect your car with damage or injure you, or kill you, no\xe2\x80\xa6 https://t.co/6vzr8KFUJ2'"
2020-08-02 10:53:35,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:53:34,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:53:13,b'#Its_funny\nSuddenly fake doctors on tweeter are getting infected by #Corona n leaving... What a dramatic exit ... \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\n\n#mg'
2020-08-02 10:52:45,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:52:10,"b'RT @FarukFirat1987: #BREAKING: Huge protest now in #Berlin, #Germany. They demonstrante against #Corona and against the government and they\xe2\x80\xa6'"
2020-08-02 10:51:51,"b'RT @FarukFirat1987: #BREAKING: Huge protest now in #Berlin, #Germany. They demonstrante against #Corona and against the government and they\xe2\x80\xa6'"
2020-08-02 10:51:39,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:51:29,b'RT @hallagullaboy: UP will be the most effected state by #Corona very soon\n\nSituation is grim and the Govt\xe2\x80\x99s total focus is #RamMandir not\xe2\x80\xa6'
2020-08-02 10:51:19,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:51:14,"b'According to data collated by the #CIABC, states that imposed no or moderate #COVID19 taxes (0-15 per cent) saw 16\xe2\x80\xa6 https://t.co/URypfmecU9'"
2020-08-02 10:50:57,"b""It's not easy, trust me. \n\nSalute harsh bhai \xf0\x9f\x99\x8f\n\nHats off to all the #corona warriors. @sanghaviharsh @pratik1666\xe2\x80\xa6 https://t.co/DMGLr7CSQQ"""
2020-08-02 10:50:09,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:49:14,b'The #CIABC has said #liquor sales have declined more than half in states that imposed heavy #corona cess to raise r\xe2\x80\xa6 https://t.co/SoD6D2tSpG'
2020-08-02 10:48:30,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:48:17,"b""RT @Lolita_TNIE: 99 soldiers in Ladakh are among 1990 who will get rakhis even in #Corona time tks to Karnataka Postal Circle's online init\xe2\x80\xa6"""
2020-08-02 10:47:44,b'trading these for like a neon unicorn or a mid tier neon legend no baby offers please  #adoptmetrades   #roblox\xe2\x80\xa6 https://t.co/knKSsiWHRg'
2020-08-02 10:47:39,"b'RT @FarukFirat1987: #BREAKING: Huge protest now in #Berlin, #Germany. They demonstrante against #Corona and against the government and they\xe2\x80\xa6'"
2020-08-02 10:47:35,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:47:11,b'\xf0\x9f\xa6\xb2\xf0\x9f\xa6\xb3\xf0\x9f\xa6\xb1\xf0\x9f\xa6\xb0free emojis  #adoptmetrades   #roblox #adoptme #adoptmetrade #adoptmetradings #adoptmetrades #corona #royalhigh\xe2\x80\xa6 https://t.co/d3aAm2lARr'
2020-08-02 10:46:59,b'#Corona song #telugu https://t.co/B2rVaid8PS'
2020-08-02 10:46:57,b'RT @RachakondaCop: We #request the citizens to #DonateBloodPlasma for the needy. #Register your #names with us 9490617111/9490617234. #Dona\xe2\x80\xa6'
2020-08-02 10:46:49,"b'RT @FarukFirat1987: #BREAKING: Huge protest now in #Berlin, #Germany. They demonstrante against #Corona and against the government and they\xe2\x80\xa6'"
2020-08-02 10:44:55,b'RT @drusawasthi: Good work done by #IFFCO #Kandla Unit @opdayama &amp; entire team even at this difficult times of #corona. The unit have nearl\xe2\x80\xa6'
2020-08-02 10:44:48,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:44:42,"b'RT @drusawasthi: Good work done by #IFFCO #Kalol Unit @dginamdar &amp; team even at this difficult time of #corona, the unit produced &amp; despatc\xe2\x80\xa6'"
2020-08-02 10:44:40,b'RT @BlakePavey: Response to this video has been absolutely insane! Cannot thank everyone enough! 4.5 Million views on TikTok! #COVID19 #cov\xe2\x80\xa6'
2020-08-02 10:44:38,"b'RT @drusawasthi: Congratulations to #IFFCO #Aonla Unit @icjha_iffco &amp; entire team as even at this crisis time of #corona pendamic, the unit\xe2\x80\xa6'"
2020-08-02 10:44:21,"b'RT @RossMcleanSec: How many new car accident cases were their last week, how many died from them, how many hospitalized, how many minor, ho\xe2\x80\xa6'"
2020-08-02 10:44:19,b'RT @drusawasthi: Good effort made by #IFFCO #Phulpur Unit @mmasood278 &amp; entire team even at this crisis time of #corona pendamic. The unit\xe2\x80\xa6'
2020-08-02 10:44:15,b'RT @hallagullaboy: UP will be the most effected state by #Corona very soon\n\nSituation is grim and the Govt\xe2\x80\x99s total focus is #RamMandir not\xe2\x80\xa6'
2020-08-02 10:44:11,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:44:08,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:43:47,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:43:35,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:43:29,"b'How many new car accident cases were their last week, how many died from them, how many hospitalized, how many mino\xe2\x80\xa6 https://t.co/LORlAC2Ojn'"
2020-08-02 10:43:24,b'#COVID19 #COVIDIOTS #CovidVic #Covid_19 #COVID19Nigeria #Repost #coronavirus #CoronaVirusUpdates #CoronaVirusSA\xe2\x80\xa6 https://t.co/CMoEb2SMPg'
2020-08-02 10:42:54,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:42:38,"b""RT @sanghaviharsh: It's not easy, trust me.\n\nHats off to all the #corona warriors. https://t.co/x5cz29jQuF"""
2020-08-02 10:42:16,b'RT @BlakePavey: Response to this video has been absolutely insane! Cannot thank everyone enough! 4.5 Million views on TikTok! #COVID19 #cov\xe2\x80\xa6'
2020-08-02 10:42:12,b'RT @GetSolution4: Corona Virus Vaccination Feasibility?  \n\nhttps://t.co/v3hvCg2uvE\n\nCorona virus vaccine Feasibility...Click the above link\xe2\x80\xa6'
2020-08-02 10:42:10,"b'RT @GrahamLedger: This chart proves that this \xe2\x80\x9ckiller\xe2\x80\x9d virus is no worse than than flu, that is IF the reporting was accurate. ITS NOT. Ope\xe2\x80\xa6'"
2020-08-02 10:42:09,"b'RT @Anoopnautiyal1: Weekly Analysis, Week 20 #Uttarakhand #Corona\n\n1. 20 deaths, highest weekly death so far\n2. 835 recovery, highest weekl\xe2\x80\xa6'"
2020-08-02 10:42:09,"b'RT @GetSolution4: https://t.co/soUMyoULiG  \nDo Mosquitoes spread Corona Virus ?\n\nCorona Virus, the dreadful virus which causes COVID-19, is\xe2\x80\xa6'"
2020-08-02 10:42:04,"b'RT @MJA_Editor: #Corona a heartless biological machine waiting to invade, replicate &amp; move on. We can stop it dead. We can eliminate all co\xe2\x80\xa6'"
